353627072172698
timestamp,event,uid,name,version
1520450235838,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520450236089,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
instantapps.supervisor,22020
1520442542940,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520442543476,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520442757488,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520442757704,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520442902663,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520442903107,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520443607468,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520443607877,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520450235838,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.up
